,Date,A - B,A - C,A - D,A - E,A - F,A - G,A - H,B - C,B - D,B - E,B - F,B - G,B - H,C - D,C - E,C - F,C - G,C - H,D - E,D - F,D - G,D - H,E - F,E - G,E - H,F - G,F - H,G - H
29,13/01/2021,1.322276005930023,-1.2520147810875946,0.22883992940559444,-0.9278169048846285,0.7009495452858694,-0.9545270702955401,1.388949331990836,-1.9830538656322882,-0.876047379076143,-1.7448015753754127,0.21425436505002834,-1.377913556031383,1.057832051137135,1.4252294525530307,0.3186157943859755,1.1455415463825174,0.0037690244653001983,1.9887800364260237,-1.343307509916149,0.6037628351757862,-1.0887085186764558,1.20489042841208,0.987502103084996,-0.19215515500329058,1.7579282806325003,-1.4033326312746566,0.4870465634909908,1.7802098295978255
30,14/01/2021,0.4540779875406004,-1.712314819324599,-0.7883135376717639,-1.2769963668668125,0.22334585965416393,-1.1723892051699436,0.8112699110773887,-1.84233862664025,-1.1109033651192255,-1.5217093902457084,0.06415081364964231,-1.2391720643649453,0.7323975033038409,1.1696844829148396,0.48787137100531175,1.0090335258498684,0.33961975226064034,1.599660668841499,-0.904385884795698,0.5763774026220899,-0.758826584748522,1.0001685308114028,0.7956433456442785,-0.08890975316197879,1.3540482197176833,-1.0337273107095157,0.4009955231583634,1.3701530711287624
31,15/01/2021,1.5527597030015523,0.6406052956942279,-0.4804735172493879,0.5710257721365709,1.3283759511763382,-0.10670876767873624,1.8855677635798898,-0.2506485793554285,-1.5950306927174236,-0.2964821468027551,0.7618350458500217,-0.7895054213414959,1.6066168850633349,-1.014188427398123,-0.061161658177690564,0.7596986214669812,-0.948428338039951,1.5665885589124107,1.0988816365803218,1.601691553793613,0.2062561893930741,1.8719190299836157,0.7719059437690229,-0.6339912478668929,1.5196851198183643,-1.2971945647711522,0.6020363647544907,1.786196323670956
32,19/01/2021,1.9138307471131533,0.21631986898556743,-1.3013352277734933,-0.050730300037812454,0.9322789217356655,-0.6461304265865936,1.225631715657343,-0.9372661363804161,-2.4410734821421394,-1.1649395525905522,0.20116934877693243,-1.477681571819223,0.766461798305456,-1.194976320208091,-0.3517872130236676,0.6399359373437618,-1.161524608884008,1.1259694376362663,1.0417506449633194,1.5338442718047567,0.25945784401541666,1.497675078409717,0.763071788260155,-0.6164472482803991,1.1822972827398879,-1.2172072552488382,0.3847082741936409,1.4337700859673415
33,20/01/2021,3.554362834334556,1.1496606029409266,0.9320187839326207,1.159460920324869,1.9583560027167122,1.498578425550909,2.5314050794194176,-1.700925867009376,-2.291611242130719,-1.5245264977926096,0.31157553948560507,-1.2145871492401992,1.6586454725612307,-0.4534253633557588,0.1438101040521604,1.1029467513803337,0.5379468514455351,2.15057400267597,0.6133405258793581,1.6191923278148117,1.006794608379258,2.1232337558893453,1.0487942631729512,0.3131954211043996,2.0310411496396146,-1.05330314771996,0.9303605153792349,1.9085136312634252
34,21/01/2021,2.676297320840424,1.387563809501074,1.1368622264062065,1.4080894303171263,2.4741564093675406,2.7292984348158202,2.055675765820537,-1.2293831457643642,-1.7318010836670332,-0.900334188728288,1.3702893842388069,-0.3417777488148611,1.4220968243893037,-0.5088522805373806,0.3403157563586447,1.6062408166741386,1.4393750393269633,1.6652949421982073,0.8115558205702288,2.163702191377844,2.043335879862076,1.6864519460674723,1.5089010206571773,1.0187202573756728,1.5310154688366595,-1.4103976404216545,0.23132128741818617,1.2941540522127022
35,22/01/2021,2.2060619830349606,0.7074240169021887,0.5181432503289419,1.8110779983549785,1.4748267894489815,2.2728238213446863,1.8989910907726715,-1.589527425936249,-1.83057549602982,-0.16811542229398718,0.42378956213393726,-0.2814732051069265,1.4568389723798854,-0.30617567248136585,2.061824625807172,1.0435055861525138,1.9780809234455405,1.7868323617343649,1.8562469139018476,1.3678699512469985,2.207332059955461,1.7268303050300255,0.40966372046146626,-0.07261480104438799,1.257722501516927,-0.513110380837946,0.7911417491527242,1.306951821734815
36,25/01/2021,2.071168656313874,0.39035408875774186,-0.2655467995452479,2.067007003470189,1.5918160251201257,2.44157336203664,1.5119163203408383,-1.8348342577985595,-2.1907011159883485,0.2487818495351664,0.6178232743102323,0.23309915709269768,1.0192750701696454,-0.5974997816982025,2.881309322210182,1.3126968257295477,2.654424269583146,1.4910624259780219,2.6191730333760215,1.7636071746820987,2.9352976632218595,1.5375916639250513,0.3458651683279423,-0.13038367940332551,0.7356566877522861,-0.4632103922845726,0.3965812262645298,0.7826355603561742
37,26/01/2021,2.2388883798265837,0.7040067767482749,-1.39772662873709,2.2752437039800224,1.4882849043776953,2.7770773997904072,1.8194521533315404,-1.8209303160320713,-2.7446500894812798,0.35536610997409684,0.28230954386235063,0.7149551729203222,1.3765856523971851,-1.7090596425382414,2.778189467903767,1.0952878853797778,2.803239560101602,1.7373025321430382,3.1018307481262406,1.9306987663932345,3.500964273518925,2.0349737203633613,0.03140291297472368,0.3033285828625555,1.0066428727938208,0.07255066369205895,0.8600254173417424,0.9556527073442596
38,27/01/2021,2.1317688378564443,1.0874020136247615,-1.6894778596351072,1.9727550778546514,0.9719726678106231,2.817106407388817,1.3826873957028807,-1.4848286993123132,-2.5483149503347735,0.06754927084257766,-0.46590008038262093,1.235848650986822,0.7986029357010975,-2.114768241032502,1.9370613328088888,0.4294636493774727,2.6338137306349854,1.1625952356900093,2.6144309495014073,1.4040524136243084,3.2073995737623857,1.6241339349319108,-0.3837772874863758,1.443307606278123,0.6431971193221193,1.0036338100323883,0.831012108870205,0.30171630719066506
39,28/01/2021,1.0920430362617013,0.749460976486593,-3.095673619482716,1.47285389378243,0.6622933657352538,1.7516629929782264,1.1425965770893531,-0.6080724001073945,-2.2585387335829252,0.6451430205531251,-0.09100637986437204,1.196359572163268,1.045214577169647,-2.647749715455407,1.53939093890435,0.26527315482859715,1.6097628653907052,1.01745987320203,2.6092294218364276,1.6104854523666645,2.7061460097762695,1.6891771231668689,-0.4064376325014496,0.4702375374474312,0.6321312367455618,0.675363509496026,0.8489688702952606,0.5328624633688827
